"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"KenKenReviews","19 August 2023","The highlight of this film is its heart. To do that they made the whole family central to the movie which then made Jaime not feel so much like a main character despite having the suit. There were some big characters that happen to over shadow him. Nana Reyes was hilarious and the MVP alongside Rudy Reyes. So, it added and took away from the film, if that makes sense. I got a bit teary eyed I can admit. The mix of English and Spanish really drove the authenticity of the emotional scenes. They were centred around grief, loss and pain. They were few and they were impactful. Throwing some throw backs in to compliment the past Blue Beetles was pretty cool too.","
            5/10
            "
"kayraurn","20 January 2024","First things first, Puerto Rican director Angel Manuel Soto doesn't break any new ground in terms of exploring the superhero genre in Blue Beetle. He and screenwriter Gareth Dunnet-Alcocer stick to the A-Z formula of a superhero origin story. We have a young, down-on-his-luck protagonist (sounds familiar?). Then, his life takes an unexpected turn when he finds himself unwittingly becoming a superhero. He's reluctant, confused and has to face a bigger problem compared to what he has experienced in the past.And yet, the familiarity of the story has the added advantage of being the first Latino-led superhero movie. The good news is, Angel Manuel Soto, doesn't confine it as a mere, surface-level novelty factor. He treats it with respect by delving deep into the Latino culture, particularly in the importance of family relations and values seen in the Reyes.The Reyes in Blue Beetle is an immigrant family struggling to make a living in the poor neighbourhood of Palmera City. When the movie first introduced the Reyes, they are already in a dire financial situation. They are about to lose their home after Kord Industries decided to raise the rent to an exorbitant level. The only glimmer of hope right now is their adult son, Jaime (Xolo Maridueña), a pre-law graduate who just returns home to reunite with his family. He finds out about the problem and his dad's (Damián Alcázar) health condition. He's eager to ease the family burden by hoping to land a lucrative job, only to end up settling with menial work alongside his younger sister, Milagro (Belissa Escobedo) as a maintenance and cleaning crew.The family dynamics angle gives the otherwise formulaic superhero movie a much-needed heart and soul. It's hard not to root for the likeable, tight-knit family like the Reyes such as Jaime's wacky and eccentric Uncle Rudy (George Lopez in a scene-stealing supporting role) and his beloved Nana played by the equally hilarious Adriana Barraza.Jaime's journey from being a nobody to a superhero may have been the same old superhero-movie cliches. But at least his story resonates well, thanks to Xolo Maridueña's charismatic and sympathetic lead performance. He shares great chemistry with the rest of the supporting cast playing the Reyes family members and so does he and Bruna Marquezine together.The latter plays Jenny Kord, the daughter of the late Ted Kord who founded Kord Industries before her scheming aunt, Victoria (the long-missed Susan Sarandon, who's clearly having fun chewing the scenery) takes over the business. Marquezine nails Jenny's spunky personality while her magnetic charm helps a lot in elevating her performance.Bruna Marquezine (middle) plays Jenny Kord in ""Blue Beetle"" (2023)Back to the story, Victoria is the one who found the mechanised alien artefact in the form of a blue scarab. Her goal is to draw an unlimited superpower from the scarab to activate her military-based creation of high-tech supersoldiers. Upon discovering her motive, Jenny tries to stop her by stealing the scarab. She subsequently entrusted the scarab to Jaime, who has no idea the level of trouble he's getting himself into. The scarab somehow chose Jaime as its host, where it embedded itself into his spine and even have him automatically equipped in a full-body armoured suit. He is also granted various powers and superhuman strength, complete with an inner voice (Becky G) known as Khaji-Da controlling and telling him what to do.Despite this being Angel Manuel Soto's first major big-budget Hollywood production, he manages to make good use of its reported US$120 million budget (believe it or not, Blue Beetle was originally slated for straight-to-Max streaming). The CGI isn't the greatest but decent enough without looking patchy and inferior (here's looking at you, The Flash). The director also showcased his excellent flair for well-choreographed action set pieces as he successfully brings Blue Beetle's multiple superpowers to life. Whether it was his impressive physical agility or taking down the bad guys with different types of weapons (one of them includes the heavily-promoted Final Fantasy VII video game reference), it's hard not to get immersed by Blue Beetle's superhero abilities.Blue Beetle also benefits from Bobby Krlic's catchy, '80s-style synthesiser score and an equally cool soundtrack. The movie even has a field day with its pop-culture references from the 1995 classic telenovela Maria la del Barrio to the superhero parody series of El Chapulín Colorado. Given the less-than-stellar results of Shazam! Fury of the Gods and The Flash, it's nice to see a DC movie, albeit an unlikely one like Blue Beetle is back on track. Several shortcomings aside such as Raoul Max Trujillo's one-note performance as Victoria's main enforcer, Conrad Carapax and the tedious third act, Blue Beetle remains a surprisingly entertaining, funny and heartfelt little package of a summer-movie blockbuster.","
            2/10
            "
"martinpersson97","24 November 2023","The DCU is, of course, rather hit and miss, and in many ways somewhat of a worse ripoff of the Marvel films.This one, however, is definitely a standout and one of the better. Which is not to say it is an incredible film, of course. It does suffer from some of the similar issues of the other films, but overall it is a pretty good and fun action adventure.The effects are pretty good, though at the same time somewhat obvious CGI in some scenes - and it features some pretty neat cinematography, cutting and editing.The actors all do a good job at conveying it. The villain, in typical fashion, remains somewhat underdeveloped, but this is of course not the first time that has happened.Overall, I would say this is a recommended DC film, in the same vein of The Flash or Wonder Woman. It works as a pretty good adventure overall, if one of the last of the old DCU.","
            3/10
            "
"sgguru","19 November 2023","The sound effects were about 3 seconds out of sync. Punches swing, wait for it..... sound effects of the hit come eons later. And what language were the actors speaking, Japanese? Russian? Certainly, Spanish words are being spoken but don't even sync with lip movements. They did a better job with Raymond Burr's dubbing over Japanese Godzilla in the 1950's. Whole family acts like idiots chanting and jumping around trying to get Jaime (hero) to open the box with the Scarab in it. Pathetic acting all around. If any of these actors thought that they were doing justice to their Mexican heritage, sorry they failed. I'm surprised that Susan Sarandon was so desperate as to lower herself to (act?) in this atrocity. Don't waste 2 hours of your life, watching this, even on MAX. O yeah, the ending kiss where Jaime's blue beetle legs pop out and go erect, is one sick overdone joke, and the family taunts clearly was the icing on the cake for this reviewer.","
            1/10
            "
"DarkVulcan29","11 September 2023","After the movie The Flash, I had very little hope for any future movie based on DC comics. But I wanted to give Blue Beetle the benefit of the doubt and I'm glad I did.Jaime (Cobra Kai's Xolo Mariduena) a college graduate tries to help his family that are struggling, by taking a job for a rich company, but ends up getting attached to a alien device titled the Scarab, and becomes the superhero Blue Beetle. Will Jaime embrace the hero he was destined to be?Better DC movie than The Flash. But I must say Blue Beetle has a lot of heart to it, not just making Blue Beetle the main focus, but making the other characters shine as well. Even scene stealers like George Lopez and Susan Sarandon. The effects are really good, and has awesome superhero battles. I hope to see more Blue Beetle films in the future.","
            6/10
            "
"ezzy_ezzy","16 October 2023","I hate how when these type of movies attempt to include a new race of superhero, that they have to show that the family is funny, and its the american who is the villain, ya know to include the new viewers and show how diverse we are. I am all up for an hispanic hero, but to try and make humour of their family culture and turn the family into a charictature of stereotype. Why not just focus on the main character. We do not need to know that he is living in poverty, it is just so paint by numbers. I believe if this came out in the 90s it would of been a blockbuster. Nothing in this feels original. It is like Venom, but in neon pink and blue. More of the same. I do not want more of the same any more. The rest of the world does not want more of the same. So why do they serve us this? Ditch the stereotyping, the humour, tone it down.","
            4/10
            "
"SAMTHEBESTEST","17 August 2023","Blue Beetle (2023) :
Movie Review -Blue Beetle Review: DC Studios latest superhero drama, Blue Beetle, marks Ángel Manuel Soto's debut in the superhero genre. DC has been looking to turn the tide for a while and has had a few impressive successes recently, especially with Joker and The Batman. Blue Beetle is fresh stuff, alright, but does it really matter if superhero theories are old? A new suite and powers are enough? I guess Not. It's not just DC; Marvel too is suffering from an insufficiency of new conflicts and thrills. It's just that earlier we used to get one or two superhero movies a year; now we get a lot of them, and that too after watching so much stuff already. Blue Beetle is funny with Mexican humour-that's new! The suit, theme, and powers are also quite new. Though the film lacks newness in storytelling. We all know how one gets power and tries to use it while tackling dangers, doing romance, and saving family. Blue Beetle is that mixture again, with some tech talk we have been seeing from Iron Man, Wayne, and Hulk for years. Nevertheless, it's a promising start for a new superhero, if that's what you're looking for.The film begins with Jaime Reyes (Xolo Maridueña) returning home after graduation, and he learns that his family is gonna lose the house in Palmera City. He is fired from a job by Victoria Kord (Susan Sarandon) while trying to save Jenny Kord (Bruna Marquezine) amidst an argument. Jenny might have a job for him, and he visits Kord's office to meet her. Jenny gives him a Scarab to protect, which is childishly opened by his family. Jaime is now chosen to become a symbiotic host to the Scarab, an ancient alien biotechnological relic that grants him a powerful exoskeleton armour, turning him into the superhero ""Blue Beetle"". Victoria and her bodyguard robot, Conrad (Raoul Max Trujillo) are after the code of Blue Beetle, which jointly puts Jaime's family in danger. Jaime and Kha-Ji must work together to protect the family and the code, but will it be enough?Coming as a fresh film, Blue Beetle has no load of expectations. So even if it's underwhelming at parts, it still doesn't bother you much. It can't be the same when you watch The Batman or Superman movies because they are hugely popular superheroes and their films come with certain baggage. The screenplay of Blue Beetle is the main concern, as it deals with new ideas in old ways. It's 2023, and we are still being fed two decades-old conflicts. Why? The building collapses, but the Hero wouldn't be hurt, or even the heroine, even if there is large destruction right around her. One of the family members must get hurt so that the Hero can get angry and unleash his powers. In no time, the hero and heroine would come close to kissing each other, and someone would enter the room. Don't you dare ask when they fell in love. It's just there. Don't tell me you haven't been familiar with all these things, because if you are not, Blue Beetle is going to feed all of them for the first time. But if you have tasted them before, then this might get you away from the table in no time.The handsome Xolo Maridueña will be the girls favourite soon, at least as a crush. He has that personality and kindness in his natural role as Jaime Reyes. But as Blue Beetle, he is still immature. That's what the course of his character demands, by the way. Raoul Max Trujillo has been pretty impressive as the antagonist here. He might have only a few scenes to show his face and act, but he is damn good there. The female baddie played by Susan Sarandon didn't look evil at all, but you know why. It's just that female touch that makes things difficult for her. Jaime's love interest, Bruna Marquezine, is cute but nothing that can be remembered or even discussed. Surprisingly, all the family members of Jaime seem to have a blast. Damián Alcázar, Adriana Barraza, Elpidia Carrillo, and Belissa Escobedo have rocked more as a unit than as individuals. Harvey Guillén's Sanchez goes unnoticed until before the last lines, when he speaks in Mexican.Talking about the visual effects, Blue Beetle is your old laser show put together with high-tech weapons. Some of the destruction scenes look grand on the big screen without any 3D effects. The cinematography by Pawel Pogorzelski is fine, whereas Craig Alpert's edit keeps the crispness intact. Technically, it's a well-made film, no doubt, considering the $120 million budget. The studio took good care of the production design, as nothing really looked outdated or ugly here. However, Blue Beetle needed a little brainstorming on the paper, which is clearly missing. Of course, you don't expect a typical superhero entertainer to be a smart and intelligent film, but what's wrong with being a bit more clever? Ángel Manuel Soto's storytelling is well-versed in your regular superhero flicks that you have been enjoying over the years. He makes you a simple popcorn entertainer when the world is getting more advanced with multiverses and emotionally powerful tales. Could he have done better? Yes, I guess so. Blue Beetle isn't a bad film at all, but it isn't great enough to be recommended. It's just a matter of your expectations, whether you want to go for it desperately or not. But yes, it can be viewed once for a fresh attempt in the money-spinning genre.RATING - 5/10*","
            6/10
            "
"heyb-03044","21 August 2023","I just saw Blue Beetle, and I did not really like it that much, I enjoyed the first 40 minutes, and some 10 minutes towards the end, but everything else just felt like the same stuff we have seen thousands of times, I was pretty board throughout the movie, and I did not really care about most of what was going on, there was one seen that I thought was pretty cool, and I do like the more emotional moments in the movie, but overall, I was really bored and waiting for it to end, I think I should mention that I do not like superhero movies, which could be part of the reason why I did not like this movie, and if you like superhero movies, then you might like Blue Beetle, because it is like every superhero movie ever, if you have seen a superhero movie, you have seen Blue Beetle, overall, I give this a 5/10, a boring movie that I might recommend if you like superhero films, but just not for me.","
            7/10
            "
"mark_edwards_is","21 September 2023","I don't feel like it's a great concept, I'm not familiar withe the source material and to be honest I don't really feel like it's a good film, seems like it exists to tick a few boxes for people with agendas, not very original, feels like a spiderman rip off, can't really rate it, it's predictable and I my opinion a bit boring, if there was a sequel I doubt I would watch it. For a DC film it's a hit disappointing, I just don't understand why they would think this story would be appealing to any audience except the small audience it is aiming to please. There's probably a reason I haven't heard of this superhero before!","
            1/10
            "
"hengtheslinger","22 August 2023","The 3 stars that I gave are entirely for the Blue Beetle suit and power concept. Plotwise, it's so so so terrible, cliche, and cringey. I could predict almost everything, this movie seems like a copy of Shang-Chi, even the jokes 🙄.The main character is so dumb, stupid, and cringey, he could've used the power to his advantage, but even with power, he still looks like powerless dude who needs constant helps from ordinary people, when others kill his family ruthlessly, he still couldn't muster up courage to kill the enemy, he's a stupid and cringey coward.The side characters are also cliche and cringey. He just has that one family member who constantly looka for troubles.The villains are right up super cringey. Nothing is new except for power concept (it's actually nothing surprising but looks kinda cool), the writing is just down right bad. The shooting itself is also SMH, as always, DC movies are always shot without lights, and it's hard to watch for some parts(especially the part they fight in the air).It could be a somewhat acceptable movie if it was released over 10 years ago, but I doubt the writer could make it good, after all, he still copied from other movies now.","
            1/10
            "
"rzgmview","23 August 2023","The family is so stupid as well as the male lead. It not even fun. The intro is tooooooo long and the characters is so confusing have no idea what they doing or even should do. The story is just messed up. Also -3 point for the sister I guess they want to make they character hilarious but its end up with so annoying. The family's character is just a character its not even feel real like its so movie. The love scene is just weird too fast don't even get why suddenly. Also the Rudy is weird why he is suddenly so smart why suddenly and make tech or even get everything like a scientist. Everything is suck the worst movie I seen this year so far. I expect more! DC!! And the dad story line is just what what what not even near to the reality I mean I understand its a movie but Its just suck I don't even feel related. For other fantasy movie more real lol. Hopeless for the characters. Not fun Not interesting Not hilarious Old joke also i low key the joke is similar to shazam. This whole thing is just sad.","
            7/10
            "
"OnlyAtJMart","18 August 2023","So with the superhero genre turning out quite a bit of disappointment, my expectations weren't high going into this. While it was better than I expected, they could have made it great, and set it apart from every other superhero story. The family dynamic was good, but there's a lot of corny jokes, just like every coming of age superhero movie. They could have made it more serious and dramatic. They should have explored the suits abilities more. They could have made a better villain. They could have tried something other than the same old ""going up against someone with similar powers but they are evil/brainwashed"" trope. I wouldn't say it's a bad movie, but it's definitely not going to change any minds about the genre.","
            7/10
            "
"jtags-84059","24 September 2023","First of all if you're going to do a long movie it needs to be interesting for most parts. There is so much time wasting scenes in this movie it gets extremely boring. The character are either screaming, whining or making unfunny jokes. The 'hero' is pretty pathetic and whiny the whole way through. Gets superhero powers and starts whining and complaining that his life is changed forever. Get a grip! Anyone in that situation would be pretty happy with that situation. Also whoever cast the 'villain' lady needs to be fired. About as threatening as Blue Beetles granny. Was surprised they didn't have a boss battle with the two granny's at the end.","
            3/10
            "
"alvarez_milan","26 August 2023","I liked Xolo as the Beetle. The actual Beetle parts were good. Not the usual soundtrack for DC movies, but a good one. I also liked the connection with the ""original"" beetle.Sadly the whole ""Latin humor"" was too much, and the ""familia"" stuff was distracting and exaggerated. As a Mexican, I understood all the references, and there were several moments I laughed at the jokes, but got to the point it was just plain ridiculous. Also, the whole thing of the ""abuela"" acting as a ""revolutionary"" it's very anachronistic and grotesque.I like the idea of a ""Hispanic"" hero in the DC Comics universe , but I hope they realize they over did it.Yes the Beetle character in the comics was funny, yes the funny gist worked with Shazam, but in this movie it just went too far. If this is how the Gunn universe is starting... I am not very excited about it.","
            4/10
            "
"neil-476","24 August 2023","Newly-graduated Jaime Reyes returns to his family, living in a poor section of a city where the wealthy are gradually encroaching. He gets a menial job with his sister Milagro at a hotel, which he promptly loses, fired by Victoria Kord, CEO of Kord Industries. Jaaime was sticking up for Jenny Kord, daughter of missing previous CEO Ted Kord, and she subsequently slips him a mysterious item which Victoria wants back, and she is prepared to get it.As a superhero origin story, this is perhaps fairly routine, albeit perfectly functional and a decent enough story in its own right - someone trying to cope with new tech which is beyond their experience is a well-worn trope, but with plenty of scope for humour, for instance. But Jaime's family add a lot of texture and heart to this movie. They are nicely and strongly characterised, and there are some great and emotional moments featuring them. They are not strictly necessary to the plot, arguably, but they strongarm their way in and demand a place.If I have a criticism of this film, it is that there is a lot of dialogue in subtitled Spanish. I have no problem with this, and it's a good thing that a big-budget super-hero movie is built around a heavily Hispanic character/cast, but I know there is a not insignificant chunk of audience who dislike reading subtitles. So, on the one hand maybe this is restricting the film's audience. On the other, Everything Everywhere All At Once, right?","
            4/10
            "
"banegoa","23 September 2023","Billion dollar company makes a movie about billion dollar company being greedy and evil. Good guys win, eventually.Billion dollar company makes a movie about small people being empowered. Small people are the good guys, just to be sure.Billion dollar company tells the story about MILITARY billion dollar company doing wrong in some small ""3rd world country"", under some political agenda.Some evil guys, from the billion dollar company, came to their redemption at the end. Some met their well deserved doom. No evil guys left.Evil MILITARY billion dollar company turns good, at the end. They will work for the benefit of the mankind, from now on. Not against it,
Billion dollar company makes the movie where 80+ Mexican grandma is remembering her revolutionary days, while killing the bad guys (from the evil MILITARY billion dollar company) and shouting ""down with the imperialists"".Billion dollar company treasures family values.Everything is represented just as it is, around us, Or, at least, how the billion dollar company wants you to see it. It's a fantasy move, but, hey, we're sending the message!God bless the billion dollar companies.It's not like they could end the world hunger with all the money they have.They just have to remind us how (hard) it is in the real, every day, life. Through a 104 million dollars budget fantasy movie.Great times to be alive.","
            2/10
            "
"glenbarnett","26 September 2023","If there were a way of giving this absolute pile of garbage zero stars, I would most certainly do it but alas I have no option but to mark it with the very leastThe storyline is appalling. The acting is nothing short of.insulting and. Susan Sarandon should be thoroughly ashamed that she even considered appearing in this rubbish.For those contemplating.actually taking.time out to watch this, my advice would be this...In the two hours and seven minutes this junk takes to run you could write a better script, go out and find better actors and produce a better movie. This one sucksSeriously, one of the worst movies ever made.","
            8/10
            "
"subxerogravity","20 August 2023","Yeah, it was a fun movie. Very humorous and very family oriented. I'm familiar enough with this version of the blue beetle to be overjoyed with its presentation on the big screen.This could not have gone any better, in fact it was design to be what it was, and it worked.It's not an Epic they are trying to make a billion dollars off of. I'm sure that would be nice and all, but it was really good to see a movie in the DC Extended Universe that perfectly fit into that without the pressure of having to be epic.It was a cool film that allowed itself to have fun and because of that I had so much fun watching it,
Worth seeing!!!","
            2/10
            "
"fredschaefer-406-623204","20 August 2023","What was once known as the DCEU (the DC Comics Extended Universe) is rapidly coming to an end, and for most fans it is definitely with a whimper. Its fate was sealed earlier this year when Warner Brothers announced that director James Gunn had been hired to reboot the entire DC superhero line starting with a new Superman film due to be released in 2025. The remaining projects were pretty much up the creek as far as fans were concerned, as they essentially represented a dead end universe. One of the those films was the big screen debut of the Jamie Reyes's incarnation of the Blue Beetle, a super hero whose roots go back a long way to Charlton comics, and whose suit has been worn by more than one hero.So, separating BLUE BEETLE from all the bad vibes surrounding it, is the film any good? For me, it is a qualified ""yes,"" starting with the basic plot, which is a pretty rote by the numbers superhero origin story. A piece of alien tech in the form of a scarab, which, naturally is coveted by a weapons manufacturing corporation, bonds with a recent college graduate named Jamie Reyes, forming a symbiotic relationship and giving him a suit of armor that bestows Jamie with some pretty awesome, though ill defined, powers. He's basically a Green Lantern, except he's Blue, and he's not part of any corp. The first third of the film sets up the circumstances of how the alien tech falls into the hero's hands; the middle section has him transform into the Blue Beetle and go through a learning curve with his powers; the finale has Jamie captured by the evil Kord Industries, who wants what he took from them back, but the challenge is overcome with the help of Jamie's family and new girlfriend. Any comic book fan will recognize the plot turns and character beats from any number of classic origin stories, be they DC or Marvel.What gives BLUE BEETLE some juice and sets it apart from some other recent DCEU and MCU films is that it really has a lot heart, and was clearly made by people who liked and respected the character, and was true to the core of what made him popular. Director Angel Manuel Soto and screen writer Gareth Dunnet-Alcocer have given the story a very distinct Latin flavor, and infused it with a POV from that culture, which gives it a certain energy which makes it stand apart. The main supporting cast consists of Jamie's loyal and loving extended family, which consists of his parents, sister, grand-mother, and a wacky uncle who has no filter. At times it feels as if the family scenes are right out of a sitcom, especially when George Lopez's Uncle Rudy says anything. And one might be forgiven for thinking that the loud and boisterous Latin family has become a real trope. Still, it's a different track for a super hero film and it works, and tropes are not necessarily bad when they are used with sincerity. Jamie's scenes with his family really are the best part of the film. It's diversity without it feeling like box-checking marketing. Another thing I liked was the absence of the kind of snarky humor that has invaded a lot of films over in the MCU (best example being THOR: LOVE AND THUNDER), this film has plenty of humor, and though not all of it works, it's not annoying, and not a deal breaker.Which leaves a lot that is average at best, starting with the CGI, of which there is a lot of in this film, along with big helping of comic book logic-like when Uncle Rudy is just able to sit down and hack into one of Kord Industries computers just because he has ""skills."" The Big Bad of the film is Victoria Kord, played by Susan Sarandon, and she is not very good playing the kind of one dimensional CEO villain (another trope) that has been a part of popular culture for decades, especially since the Great Recession. Sarandon is given some very unsubtle and clunky dialogue designed to show just how rapaciously villainous she is, though Raoul Max Trujillo as her main enforcer, Carapax, manages to project some Danny Trejo in his prime menace. There are the usual shallow jabs at capitalism and colonialism that are worked into every comic book film these days. And there are a few moments that made my eyes roll, as when the grand-mother, played by Adriana Barraza, wields a machine gun as if she was Jesse Ventura in PREDATOR. The scene where Xolo Mariduena's Jamie transforms feels like it was lifted right out of VENOM, and when we are shown how his armor works from his POV, it resembles similar scenes from IRON MAN.I do wonder if the character of Blue Beetle would have been better if introduced in something like a YOUNG JUSTICE film, though there is little chance that a project like that would be green lighted as Warner Brothers these days. I do agree with those who have suggested that BLUE BEETLE probably would have been a blockbuster if it had been made a decade ago before its type of superhero story had been run into the ground. James Gunn has said the character will be part of his DCU going forward and that is certainly possible as Superman, Batman, and The Flash are mentioned in passing, thus firmly establishing that Jamie Reyes exists in a DC Universe, maybe one that is yet to be defined. I definitely think the film benefited by not having any other DC heroes make fan service cameos-there is a mid-credits scene, but it concerns a plot thread that is firmly set inside the Blue Beetle story canon.All in all, I think BLUE BEETLE has a tighter story than THE FLASH, a much firmer grip on its title hero than BLACK ADAM, and it has to be way better than SHAZAM: FURY OF THE GODS, which I didn't bother to see. If it the better DC super hero film of the last few years, than that is only because the bar has been set low. Still, Xolo Mariduena's Jamie Reyes, and his alter ego, deserves another shot no matter what the final fate of this film may be.","
            4/10
            "
"miaaerial","1 October 2023","Where to start I have a headache the story was horrible two much distractions with family involved there was no reason to have Spanish speaking and I speak both language people I know where confused with words they didn't understand the movie was more about family then a superhero movie the director gave me a headache he did the superhero wrong I hate the family involvement and blue beetle was a teenager not a older guy I wish Warner bros needs to be revamp again they shouldn't make a sequel it's doom if they do don't bother with a sequel I'm very frustrated I'm a DC fan and they keep hiring morons.","
            2/10
            "
"ghanima_atrieadies","18 November 2023","Wanted to like that but wow did they make that hard. Maybe it's because I don't have much of a family but holy Hannah, could they make the family members any more obnoxious? Terrible directing, terrible acting even from Susan Sarandon. I enjoyed, always do, Raoul Trujillo but he couldn't carry the whole movie.To me it felt like the movie was one big chaotic, stereotypical mess. The story I liked and I hoped that it would be good but DC can't figure out how to make a good movie for anyone other than a 12 year old audience.DC needs to go to Marvel's office and take serious notes, stop turning good stories into awful movies. So disappointing.","
            2/10
            "
"Rich-Lee-Bailey","27 September 2023","I was extremely looking forward to this film having seen the trailers but like most films, the trailers had more action than the actual film.DC has a lot of great characters but warners brothers really don't know how to monopolise and bring life to these characters.Firstly, this aunt has looked years for this beetle but after finding it, it's in a room with one geek guy without a guard in sight to protect it.The uncle whose given no back story suddenly has this heavy tech equipment without any explanation as to why he has it, or what it was for; not even some simple explanation like he's a paranoid physicist, uses this tech to disable a high tech company that's been around for years and should have state of the art security tenfold to what this random uncle can do.This same uncle then goes on to fly some beetle ship that he's never been in.This grandma who looks more fragile than a McDonald's chip is able to carry a gun the same size as her and knows how to instantly use it, just because she was rebel back in the day.The kid in the beetle suit gets told he has to live with this amazing body armour that will protect him his whole life and he turns around and gets all sad about that, I mean come on! When Peter Parker realise he could shoot webs, he was ecstatic!!Warner brothers should just give their rights away to someone who will actually respect DC. Even a guy in a comic shop could create something better than this...Such a shame.","
            6/10
            "
"viviancym90","20 August 2023","Never written any review but I just had to for this one. I felt asleep halfway through the movie in cinema. First of all, actors are poorly casted especially blue beetle himself, from start to end his acting cringed me to the bone. Everyone else speaks like train, even when those scenes where you're supposed to have deeper emotions, to empathise with the characters' stories and feelings...but all of them speak without much emotions and pauses like they never process some feelings first before they speak/act. I wanted to see actions from protagonist but this film decided to go with family troop kind of avengers fighting they way out instead. This feels like a combination of spider man and hulk, but the plot is below average IMO. Was expecting a better performance from Susan Sarandon well at least she's the only one I know from the entire movie but her villain evil side wasn't played out well. Don't waste your time unless you just need to watch a movie to kill time.","
            3/10
            "
"parksiet","30 August 2023","Blue Beetle is the superhero movie the genre needs right now. In a sea of tired, CGI-filled cameo-fests that are only focused on building out their multiverses than telling a good story... Blue Beetle is a refreshing reminder of why we fell in love with comic book films in the first place. Yes, it is a blend of Iron Man (the suit & powers), Spider-Man (the character), and Ms Marvel (the family dynamic)... but it just works so well. It's a little too silly and cringe at times with a somewhat cliche story, but it's just so charming and has so much heart you can't help but enjoy it! A huge surprise for me - turned out to be one of the better DC films!","
            10/10
            "
"ruano-mike","23 September 2023","This is essentially a kids movie with a big budget and the same old message: poor people are victims, rich white people are villains, and family makes you strong. The story could have easily been from any straight to DVD kids superhero movie you'd find in at a truck stop. It's so bad that you end up not caring about the characters or what's happening because your not a 5yo child who is mesmerized by the bright colors and fight scenes. I'm not sure if that was what the movie was meant to be or if the marketing was off but it misses the mark when compared to other DC superhero movies. For those that rated a 10 I would recommend ""Shark boy and lava girl"" that seems like something you'd enjoy.","
            8/10
            "
"carlos-pires","29 September 2023","The most ridiculous super-hero ever. Full of clichés, but a fun watch with great pacing and a great ending.For starters, this is apparently a super-hero for Mexicans (Hispanics, eventually? Sorry: I can't never get my head around American race wars). It's only natural that global conglomerates finally start to act locally (remember the ""think global, act local"" motto from the 1990's?...) However, everything in the story was either started or developed by Americans (Ted Kord - the good brother, and Susan Sarandon's character - the bad sister)... which means that although it LOOKS made for Mexicans, it kind'a has a ""colonialist"" after-taste.Anyway, if I was a Mexican I would feel deeply insulted by the depiction of this caricature of a Mexican family, as it's wrong in so many ways (from the multiple instances of embarrassing public behavior of the whole family to the depiction of the grandma in the brink of an orgasm while shooting people with what looks like a Nintendo version of a Gatling gun).Anyway, let's get into specifics.First of all, the whole saga starts off with the all-too-common unwitting-and-unwilling hero who is at the wrong place at the wrong time. Fine... But there is a little twist in it: his fat sister with eyeglasses (a double cliché) is the stupid one who actually starts everything. She's the one responsible for effing up her brother's homecoming with bad news (when explicitly told by everyone else in the family NOT to do it), then goes on to get herself and her brother fired because she wanted to take a dump in the boss's toilet (?!), then she acts like a child and manages to unleash this alien drone that goes up her brother's behind and gets the whole story in motion... then later she's the one responsible for their dad's fatal heart attack! Somehow, nobody cares that this stupid chick just screws everything up.On the other end of the racial+social spectrum, the rich girl is always saying ""Sorry! Sorry!"" even though she didn't do anything wrong and explicitly told the dude to not mess with the effing scarab in the first place...
Is this the current zeitgeist? Are we, as viewers, supposed to think that it is OK to be a dimwit who ruins everything if you are a girl? A poor girl? A fat girl? A girl with glasses? All of the above? Are we supposed to think that anyone who is born into poverty should be excused of everything, from being fired to getting their dad an heart attack (or getting their brother sodomized by an alien drone)? Are we supposed to think that anyone who is born into wealth must be constantly apologizing even to the stupid idiots who screw up everything by ignoring every warning?All this is deeply disturbing if you think about it. I rather not, but I'm still aware of it and I can't avoid mentioning it. But let's move on...More clichés:
1. Nowadays we use tons of software applications that have several deployments per day without the need for a ""reboot"", but still... highly evolved alien technology beyond human comprehension always has to ""reboot"" at some plot point. And it has to take several minutes, so that the bad guys get a fighting chance.2. ""Good"" is always blue, ""bad"" is always red. Hollywood is like paint by numbers.3. The bad guy looks exactly like a Gundam robot or something out of Power Rangers. I wouldn't be surprised if a couple of copyright lawsuits are coming up their way.4. The good guy is such a sucker that he always refuses to shoot to kill, even after seeing his family under live gunfire, and his dad dying. I guess this is supposed to be a ""family movie"", so lethal action is dialed down to a minimum. (although this gets an exception near the end of the movie, which is completely out of character and blatantly just for the sake of that specific plot point...)
5. The ""sentient alien technology"" has a sexy female voice.Bottom line: this is a highly flawed movie, with some disturbing undertones you should be aware of, but it is actually very entertaining due to very good craftsmanship from everyone involved. Particularly, the production design, direction, editing and acting are very good, and the pacing is perfect. Plus, you get a (predictable but) gratifying ending.Regardless of the above criticism, if you're into superhero movies then you surely got to see this one.","
            9/10
            "
