"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"logansrun-81391","3 October 2018","Who knew Tom Hardy could do slapstick?Not great but not awful either. Not sure what fans of the comic will make of it but as someone who knows nothing about the source material I enjoyed it.","
            3/10
            "
"dyingrepublicofpanama","3 October 2018","Seriously. A total mess. Worthless pointless attempt at cash grabbing on a marvel sub character. Sony need to sell their film division cos they cannot make them.","
            10/10
            "
"elijahbatz","8 October 2018","I really hated this movie. 1/10 for me honestly. I would much rather watch the Amazing Spider-man 2 again AND I HATE THAT MOVIE! The plot of this film was like a bad TV pilot. The film was just 2 hours of cringe . How are Venom fans not disappointed by this film? It doesn't do justice toward the character because it's bodged down with some of the most lazy writing I have ever seen . I usually disagree with the critics toward Superhero movies but this time I have to side with them. My friends and I made fun of this piece of crap during and after the movie. This film also would've benefited a tiny bit with an R rating but a complete rewrite of the film would have helped it the most. The editing was really choppy and the first 15 minutes are embarrassing. It's one of the worst superhero films I've ever watched. I wasn't even expecting much and I was disappointed. I really regret seeing this in theaters because the more money this makes the more Sony is going to put out garbage content like this. Heck I saw this on a matinee and I feel cheated. I could have bought a $5 blu-ray and watched something good with my friends. I could have rented a movie for $3 and bought off brand soda. But I made a bad decision by going to this film and handing the man on the counter $5. I'm never gonna see my money again because Venom consumed it and my stupid brain let it happen.","
            10/10
            "
"Evanarchy","23 September 2020","I honestly do not understand all the bad reviews i mean it's definitely not a thought provoking movie and the acting isn't particularly great but it's definitely one of those movies that are great if you just want to turn your brain off for a bit and watch a cool looking alien beat things up but even with those things in mind I do not think it deserves anything higher than a seven that would just be giving it more credit than it deserves","
            4/10
            "
"ThunderKing6","15 October 2018","I knew this was going to fail 2 years ago. I was going wait for the dvd like I do to all films that look like grabage but due to circumstances I saw it in theaters and it wasn't BAD. And it wasn't near good. Its just an okay bad movie that doesn't need to be seen again.The main problem is the pacing. The pacing was too fast. There is no build up, some scenes just happen for the sake of happening and lack of better character development.The acting was fine.Like most films they always have that annoying lead female character. This film is no different. The Lead Female has a couple moments where you want her to just die.CGI was meh.Overall the only good thing about the movie is the mid credit scene.","
            8/10
            "
"g-bilkhu","17 October 2018","What more to expect from venom Full on action comedy and bit romance","
            9/10
            "
"jopunk1986","31 October 2018","What a brilliant movie. From start to finish! Tom Hardy was amazing playing Venom. Hope there will be many more sequals.","
            8/10
            "
"wellthatswhatithinkanyway","31 October 2018","STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday MorningEddie Brock (Tom Hardy) makes a living doing online videos, attempting to expose big scandals. In his latest video, he has tangled with Carlton Drake (Riz Ahmed), the head of a bio-engineering firm that has been involved in a number of controversial events, costing him his job and his fiancé. Drake has secretly got hold of a bizarre, shape shifting mutagen, and after breaking into his laboratory, Eddie unwittingly becomes its host, transforming him into the crime fighting gargoyle Venom.There's nothing like an adult orientated comic book adaptation, not least because it excludes the auditorium you're watching it in from any noisy, rambunctious kids, as well as just generally providing a more rounded, uncensored experience. They tend to be more obscure, little known creations that just have their own little cult following among their devotees, and no parents will be pestered by their offspring to take them along to see it, having never heard of it. These have ranked among some of my favourites, such as Deadpool 1 and 2 and The Punisher films (no matter what anyone says!) but Venom sadly falls short of this mark, while doing nothing aesthetically wrong, it's just too mechanical and ineffective to be one you'd want to see again.The first big disappointment is that, in spite of the 15 certificate, there doesn't seem to be anything more edgy than in your average Spiderman film, despite some rocky language. The host character, played charismatically by a wise-cracking Hardy, takes up much of the first half of the film, but the titular character takes too long to make his presence felt, and despite being physically impressive, with a seriously scary face, sounds too much like The Honey Monster from the Sugar Puffs ads. The action is shot too close up, with too many quick cuts and, even being an action film, is too loud. All the dialogue feels stilted and staged, and none of it sounds real or convincing. The wafer thin plot isn't strong enough to hold everything together throughout the course. Meanwhile, Ahmed is too weedy and nerdy to be taken seriously as the villain.It subtly borrows little pieces of other films, from more adult fare like Predator, to kids films like Super Mario Brothers, without having any kind of solid structure to stand as a film on its own. It's all rounded off with the title track from Eminem, who's gone from making personal, deep raps about his life to doing the soundtrack to superhero movies. I've just found out the character was created by that Todd McFarlane guy, the same guy behind Spawn, which this reminded me so much of. The film version of that was absolutely savaged by critics when it came out, but I loved it. This, sadly, doesn't hold up, but you just know there'll be an inevitable sequel that'll be even worse. **","
            6/10
            "
"chris-4080","12 October 2018","I've become so bored with Marvel formulaic movies - but this was a breath of fresh air. Of course it's a silly plot but it's witty and funny with it. Thoroughly enjoyed.","
            10/10
            "
"alwankurniawan-32206","11 December 2018","This movie is very fun, and entertaining. This movie will blow your mind and you must see this right now!","
            7/10
            "
"thesupershadow","6 October 2021","VENOM - my review: Overall, I think it's one of the best anti-hero films to be released, this even despite being a separate version from the 'cannon' spider-man series/character. It follows a not too confusing and linear pace, but at the same time doesn't feel too rushed and allows for some really intimate and engaging acting unlike - Avengers: infinity war...Let me assure you, the curse of spider-man 3 has been broken! Venom can work as a violent yet funny character similar to deadpool, the CGI is incredible, the humour and script is well-written, there's even hints of Alien-film soundtrack and the famous French horn sound used as the theme for Venom in Spider-man 3 makes a return.This film could've turned out much, much worse. Don't trust those bad reviews based on other repetitive Marvel films, look at the winning financial viewing results, or better yet watch it yourself and decide. Tom Hardy has done this role JUSTICE!","
            10/10
            "
"sidharthjayakumar-539-227748","15 April 2020","Good : vfx, performances of both Tom Hardy and Riz Ahmad
Bad: Screenplay, Too Many loop holes, Action scenes
My rating 2.5/5 just for performances of lead","
            8/10
            "
"styles6662001","1 December 2018","I'm a big fan of marvel and this movie does not disappoint funny plenty of action Tom Hardy is well suited for the role","
            10/10
            "
"yeehung5","12 October 2018","Reasons to watch
Tom Hardy actingVenom is not what you expectVery good special effectsBoth Hardy and Venom makes a perfect pairFunnyReasons not to watch
Classic storylinesBasically, this movie is trying to promote Venom power and character.","
            9/10
            "
"hellboyadi","3 October 2018","The film was amazing. The special effects, the acting everything was great love it. Hope there is a second one","
            5/10
            "
"narutofanz","12 October 2018","Over all it's just a fun film and in a lot of ways a breath of fresh air. If you haven't seen the film but are planning on seeing it soon my advice would be don't expect anything great ,but like I said it is a very fun film although is more of a comedy then an action film.","
            10/10
            "
"chiangmaitourguide","25 October 2018","Great movie i really recommend and thr really build up a great story","
            10/10
            "
"vibin10-492-625643","7 October 2018","Movie name, character and Tom Hardy perfect mix and its a success. Decent plot and worth watching. My other half enjoyed it.","
            10/10
            "
"leonce382","3 October 2018","Venom is okay. Cast did well, the dynamic between Brock and Venom is so much fun and absurd, the action's decent, along with the score, the mid-credit scene (Carnage) is intriguing and I LOVE the footage of Spider-Man: Into The Spider Verse during the credits.BUT Venom is also another safe, generic and average superhero movie, yes, even down to the final CGI fight between (anti)hero and villain. So, I don't hate it, nor do I like it, it's right down the middle. Save your money and support Spider-Man: Into the Spider-Verse, since that looks EXCEPTIONAL.","
            2/10
            "
"ali-amj","12 October 2018","What an amazing movie. Really had a great time. Seriously wasn't expecting such a nicely made movie. The action, the acting, the story, the humour.. loved it. Tom Hardy was a treat to watch","
            10/10
            "
"hullsredneck","25 August 2019","I just finished watching this with my husband and kids and we thought it was great. Special effects were on point. There was action and humor. I would say you need a darker side of humor to find it funny. I liked the story line too. It was nice to see a playful side to Tom Hardy. He was amazing! The worst part of this movie was Michelle Williams wig. Everything else was awesome!!!","
            8/10
            "
"j_edward71-561-185158","11 December 2018","Oh my god I loved this movie! If I had to say anything it wasn't long enough. It did need a little more details to it but god I loved it. Now I'm hoping that they follow through with the sequel with Carnage.","
            10/10
            "
"PradoCedric","25 October 2018","This is definitely the most disappointing and one of the worst superhero film since Batman & Robin, Catwoman, Fant4stic, and Suicide Squad. There are so things that get this film wrong and right.For the wrong, the tone is completely inconsistent and all over the place. The film desperately tries to be gritty but turns to be a joke, and its attempt to blend in with sci-fi, superhero, and horror genres makes it convoluted and had a hard time seeking its identity. Even the CGI, editing, and pacing is laughably bad. The worst offender here had to be the script. From its clunky, bland and nonsensical plot to its terrible lines, dialogue and one-liners, it clearly shows the film's banality as well its toxic and venomous conditions.Even the most charismatic and respectable actors are wasted in this film. Riz Ahmed is horrendously miscast, and combined with his hammy, stale and mediocre acting. The fantastic Michelle Williams is given no favors despite her very best in giving her performance of Anne Weying with depth and conviction but ultimately falls flat and is even forced to deliver a weak dialogue and acting.On the other hand, here's what the film got right. Tom Hardy makes an excellent performance as Eddie Brock/Venom, which at least redeem its Venom portrayal from the horrendous Topher Grace performance of Venom in the terrible Spiderman 3. The dynamic and chemistry between Eddie Brock and Venom along with Hardy's performance are the only of the film's saving graces, but it's not enough to redeem this cyanide trainwreck.The most disappointing of the film itself is the PG-13 rating, which effectively weakens the quality overall and even restrains its character development from going to its darker characteristics, which this film could have gone better with an R rating, considering the success of rated R superhero films such as the Deadpool films and Logan. Still, this is not the worthy adaptation that Venom character is truly deserves to and even the performance of Hardy as well its dynamic deserved better than this misfire.","
            10/10
            "
"braddahh","30 December 2018","This was fun, exciting and had me laughing, clapping, jumping out of my seat. Cheering Venom to great height, literally and figuratively!!! The critics was sooo way OFF with VENOM!!! A must see!!! Loved IT!!! Am imagining the pair of VENOM and DEADPOOL, the new, improved, and irreverent Dynamic DUO!!!","
            10/10
            "
"jamesorobber","4 October 2018","A fun and engaging movie that actually feels like a real venom movie.","
            1/10
            "
"donwardo-480-368389","15 June 2019","The poor score of 6.7 made me pass this over a number of times. But after watching it, it is a brilliant watch. I will definitely watch it again. Wish i had my own Symbio :)","
            10/10
            "
"eyal-41193","9 December 2018","Movie nice very!!!
i love The player Tom Hardy
thx!!!","
            6/10
            "
"cosmic_kisses123","28 October 2018","Seriously. Never listening to critics again! this movie was awesome!","
            10/10
            "
"sajakram","14 June 2019","I'm a big Tom Hardy fan but he is poor in this lame effort. Michelle Williams is even worse.Poor script and even worse acting really lets down the whole thing.Don't waste your time on this one.","
            5/10
            "
"mikedk1","3 October 2018","Was anxious about watch but is a quality
Movie hardy is brilliant.","
            1/10
            "
"trudyjgrant","7 October 2019","As a life long comic book fan and a fan of Tom Hardy I've been looking forward to this from day one and it was worth the wait.The story line is your standard superhero story but is cool how they do it, it's well paced and works really well with the movie.The best thing for me was the interaction between Eddie Brock and Venom, it has enough humor to tick a box without being a comedy. The conversation between Eddie and Venom work perfectly and stay true to the comic books.Stunning action scenes, the part with the S.W.A.T team is awesome, the bike chase is very cool and well filmed.
My only bad point was the end fight, it seemed to be over far to fast, I'd of liked to see it padded out a bit more.Great fun action movie that I watched with a huge smile on my face, I can't wait to see it again very soon.","
            8/10
            "
"koenhouben","3 October 2018","Great movie! Not overdone. Actors are great. This is Venom like i imagined him to be: consuming:) Can't wait for Carnage!","
            10/10
            "
"Coventry","29 June 2021","My 12-year-old son is an avid Marvel/comic book adaptation fanatic, whilst his old man is a diehard horror lover; - so watching this ""Venom"" together is probably the closest we come to a father & son bonding session. With nearly two hours of non-stop digital effects, mass destruction, cool transformations and plenty of action, my son had a jolly good time. Me, being an old-fashioned guy and a hater of computerized playgrounds, had quite many eye-rolling moments throughout the film. Still, I found ""Venom"" much more entertaining than the average installment in the ""Avengers"", ""Spiderman"", ""Thor"" or ""Captain America"" franchises, simply because the pivot character is (initially, at least...) a purely evil and undefeatable extraterrestrial force. I tried to look at ""Venom"" as a traditional type of alien invasion Sci-Fi/horror, with the nasty looking symbiote being reminiscent to the creatures in ""Invasion of the Body Snatchers"" or ""The Thing"". Although far superior to human beings, the alien is a parasite and needs a bodily host. The fact that he fires off slick one-liners and develops a conscience is most unfortunate, but commercially inevitable, I guess. Oh well, at least the big, ugly and monstrous creep bites off a couple of heads. I'm always in favor of that.","
            10/10
            "
"Marynewcomb2013","11 December 2018","If you are a true fan of comics & the Origin of the stories beginning, then you won't like this!! As any real fan knows, venom comes to earth & takes Peter Parker as its first host, this movie ignores that!! This is a prime example of how Disney is ruining movies!! If you are a marvel fan by movies only, you will love it but if you are like me and many others who are comic fans, you won't like it!!","
            9/10
            "
"deloudelouvain","17 December 2018","I have absolutely no clue why Venom has such a low rating. I understand that if you don't like Marvel movies this one isn't going to make you change your mind, even though I thought it was refreshing for a Marvel movie. But why would you watch this genre of movies if it's not your thing? I'm not a particular huge fan of Marvel, even though I watch them all, but I like those kind of movies because it's easy entertainment. Venom might not be a superhero but it's for sure entertaining to watch. Not as funny as Deadpool, but funnier than all the other superhero movies. Tom Hardy has the right character face to play this role. But the most positive point about Venom must be the special effects and CGI's. Those were on top and made this a proper action movie that you will enjoy from the beginning till the end. So just forget about those negative reviews, they just don't have a clue how an enjoyable Marvel movie should be.","
            2/10
            "
"gurlkic_ass","23 October 2018","Idk about you but I am not a big super hero/villain fan but because my love ones are Marvel/DC and Tom Hardy fans, I went ahead to watch it with them. Boy I enjoyed every second of this film. Tom Hardy is not only funny but I can relate to him and his symbiote (not his parasite, never call him that) Venom! I love them both. Tom always plays serious and intimidating characters but in this movie, he is funny as hell especially his interactions with Venom. Now I am a certified Tom Hardy fan. There is no actor out there who can better portray this role. He was born for this role. The movie was a joy to watch, I got sad it finished too soon for me. I tend to ignore critics' reviews coz MY review matters most to me. I definitely will get the digital copy of this movie so I can watch it over and over whenever and wherever I want to watch. So for the ones who haven't watched it yet, better watch it now!","
            3/10
            "
"sisternuni","11 November 2018","Saw this movie yesterday and was worried about being scared, but it really isn't gory scary. It has a lot of clever humor. Tom Hardy does a great job. There is a high body count, but it's not obvious or really shown. It's a movie you'll want to see again.","
            8/10
            "
"leersaunders","20 October 2018","What is it with movie critics at the moment.. The last Jedi?? I've been a comic fan since the late 70s and Marvel have once again nailed it for the fans in my opinion. The pace of Venom moved along nicely, setting the stage for a great action flick shot in San Francisco with excellent car chases, fight scenes, love interest and arch enemy showdown. Awesomely done!","
            7/10
            "
"cristina-ro","21 December 2019","Very cliché and predictable, nothing new, it's a shame because it had good actors in it. No chemistry between main actors, disappointed.","
            1/10
            "
"filipmail","24 November 2018","What a waste of time....if you removed Tom Hardy, you are left with low level B movie. Boring, no pace, poor post production/dubbing, terrible sense of humor, bad taste...I warned you, remember!","
            5/10
            "
"michiganguy","12 October 2018","I give it an eight because it didn't have Spidey but whether than that it was dope","
            10/10
            "
"wwwjackmccann","4 October 2018","Venom isn't the perfect movie, there are tonal shifts throughout, but the transition between a comedic scene and a more ""scary"" scene is seamless. Hardy is excellent as always, and while the story may be generic it's still a perfectly enjoyable film. The stunts are amazing, the car chase scene especially. Plot holes? Maybe one or two slight inconsistencies but again, nothing major. It's a perfectly enjoyable film and I would definitely recommend to see it and judge for yourself as the critics often get it wrong (The last Jedi, black panther etc)","
            8/10
            "
"wtfu-06009","4 December 2021","I want two hours of my life back. I was expecting a cool supervillain comic book movie. Instead, I was treated to a pathetic money seeking comic that was banking on the name to sell the movie.That's it. The story is below average, the rest isn't even with bringing up.","
            10/10
            "
"silverathan","27 April 2023","Venom is a movie that should've been R-Rated, the character on the comic books is a bloody monster, a menacing villain and sometimes an anti-hero, but just sometimes, and even in those times, he keeps his brutality and ferocity. Here, in this movie, the violence has been softened, so what is left to the screenplay are some ""Marvel kind jokes"".Somehow, one or another are good, but they're not enough to fullfil the plot. Having a Venom without the Spider-Man It's a bad idea, but It can be sustainable, unfortunately It's not the case here.Even having good acting scenes with Hardy and Michelle, the storytelling is too goofy and childish, the sensation is that you're watching a comedy movie.The action is cool and the photography is okay. In summary, It's a good movie to watch when you're bored or looking to anything to watch.","
            1/10
            "
"davethevicar-149-418378","3 October 2018","The introduction of venom to the wide screen is great the cgi is, upto marvels usual and not ott as in some. people love a good script this won't be to mad as a, first for venom I will expect more from the second. You'll enjoy it people, go watch.","
            6/10
            "
"j_man-78380","8 October 2018","This movie is exactly as advertised, dark, action packed and have some good humor. If you're looking for the next ""Spiderman"" or ""Logan"" this is not that. It is fun, Tom Hardy kills it as usual, Venom has some dark humor and violent tendencies. Riot is so-so but there is some nice setup for better villians down the line. Go see it, you'll be happy you did!","
            9/10
            "
"sugar_n_spice_makes_ever","29 October 2018","I thoroughly enjoyed this movie, I even saw it twice in the cinema! The bond between Venom and Eddie Brock is so likeable! Tom Hardy really surprised me, I instantly fell inlove with his character; his vulnerability he portrayed and how insecure his character really was before Venom came along! They definitely bounced off each other, gave the audience that feel of 'good cop, bad cop' vibe. A great watch! Also, The motorcyle chase scene was bad ass!","
            10/10
            "
"charlesgates-1","4 October 2018","Don't waste your time listening to these fan boys this is truly a horrible film, it's Marvels Batman v Superman.....but worse. Skip.","
            1/10
            "
"captainkotaku","29 June 2019","Venom is a dark AF, awful and awesome character, and trying to tell that story in anything less than an R rater film is just sabotaging it. Deadpool proved without a shadow of a doubt that an R rated super/antihero movie will fill seats and studio wallets, yet for some insane reason they went with trying to make it kiddie-friendly. It didn't work. Everything just feels held back, as if you're actually just watching a really long preview. Venom needs to be unleashed, and you just can't do it when he's on the same shelf as Toy Story.","
            3/10
            "
"brandongooner","3 October 2018","Don't listen to the critics they don't know what they are talking about this film was great. Had a fantastic time watching this film lots of action and funny moments. Tom Hardy is perfect as Eddie Brock he did an absolutely great job. Would recommend this film to many people.","
            2/10
            "
"jovanan90","20 October 2018","Sooo I'm actually really surprised of how much I liked this movie, it was so, good, so don't believe too much these bad reviews and go see it for yourself.. Tom was excellent and I liked the bond that he developed with his parasite 😁. I almost never have a desire to watch movie again, but I would watch this over and over again and I would be entertained every time like the first time.. The only thing that I personally didn't like was the lead actress, she was just plane for some reason, it kinda looked to me that her face is full of fillers so she couldn't do much with her face expressions, other than that for me it's a 10 and big recommendations.","
            10/10
            "
"ruleof2187","27 November 2018","See the movie and you'll know what I'm talking about.. Things didn't flow.. Situations were forced and poorly written.. Rushed movie..","
            10/10
            "
"olkan_gndgu1996","24 March 2020","Movie is terrible. I can say many reasons. I read almost all the Symbiote comics about Carnage,Venom and other symbiote characters. And this is seriously not Venom. Venom is not jocular character. Carnage is the jocular character but mainly he doing psychopath jokes. And in this movie Venom is boring and doing too much joke.. I seriously suprised and said ''What the hell is this?'' First of all movie starts too quickly. Everything happens too quickly and skipping everything too fast. Last battle was a joke. I don't know why people like it. They was just dancing and skipping everything. There is no detail. Riot's death is the biggest joke. I don't like it. I don't care anyone say. Mostly kids like the movie. This is not Venom.","
            5/10
            "
"bfml-03018","14 January 2019","Venom is a movie to dark (art style) with a bad action and the last fight is a cgi mess. The movie lacks plot direction and characters changes,evolution and depth are more then scarce.
The cgi is good for a low budget, the soundtrack is good and venom and eddie relationship is awesome.
Really sad seeing how this made more money them guardians of the galaxy 1/2, deadpool 1 and 2 and others good action movies...","
            9/10
            "
"aidanlasseter","7 October 2018","This is one of my favorite movies I've seen in a while, it's really, really funny, the fight scenes are super cool, and Tom Hardy and Michelle Williams are amazing, there are a few problems but nothing that will ruin the movie. Don't believe the Rotten Tomatoes review, as by their standards Wonder Woman (aka the first Captain America in a dress) and Black Panther are the two best super hero movies. Just go out and enjoy it.","
            9/10
            "
"muhd-06426","8 October 2018","Fun,action,badass venom,better than any origin movie out there","
            10/10
            "
"mvinogradsky","17 October 2018","This was a great movie in my experience. I didn't know what to expect when I walked in the theater and sat down. I never seen any shows or movies with Venom or know much about what I was going to see. But as the movie went along it quickly grabbed my attention. I loved how the plot was set up and there wasn't any time during the movie that lost the audience attention which is very important when making a film. The movie consisted of different camera angels such as bird eye view, close up, mid range, etc. which is key when showing action scenes and car chasing scenes. Eddie the main character in the movie is a casual regular guy that didn't have a lot going on (when he became Venom) which I think is pretty cool because most super hero movies the hero is usually a popular guy or someone wealthy. But In this film Eddie an ordinary guy which captivated the audience more in my opinion because people can relate more to it. I highly recommend this movie to someone who hasn't seen it unless you don't like action movies or a Nun. Michael Vinogradsky","
            3/10
            "
"Johnny-the-Film-Sentinel-2187","22 October 2018","Venom's a beautifully bad movie that's all-out in its over-the-top nature and its overly oddball Tom Hardy. This movie exists purely as an overdue tie-in to 2007's Spider-Man 3: and boy does this ever show in the film's mid-2000s-inspired Hollywood aesthetics. It's got the hallmarks of a non-MARVEL Studios MARVEL film: stingy references related to the ONE central character in the movie due to rights issues and building up to sequels before even telling the story at hand.This film is an eccentrically empty action-adventure that's trying to tie-in with the modern superhero film craze taking the world by storm. Unfortunately, Venom isn't a very strong example of the genre's strengths: it's a movie made because 'it-had-to-be-done' for Sony (mind you it's not nearly as ATROCIOUS Fox's/Constantin Films' Fant4stic!). Venom's cynical but dumb fun, average story filled with 'ballsy' action sequences guaranteed to make fans of the character proud, but there's not a hell of a lot else to discover in this film.Venom gets 2.5/5 turds in the wind.","
            9/10
            "
"ddanapetrovici","9 October 2018","I honestly don't get the critics, the score does not coincide with the experience that Venom offers us. Is it a strategy to draw more attention to it? Who knows! But I am pretty sure that's the case... I've seen worse movies who had at least 50 points from them.Still, it's not the best Marvel movie out there, with Black Panther being the best and probably the greatest surprise that MCU has ever given to us, but it was enjoyable and I was really impressed with the portrayal of Venom, considering the storyline in the comic books. SPOILER ALERT: there's a lot of schizophrenia in this one :))","
            7/10
            "
"Bulldog1721","8 October 2018","Columbia's use of marvel studios really took me by surprise when this movie came in with unexpected anticipation. The movies overall theming was too good and really epic for the young adults in the audience!I knocked off a star b/c of the use of foul Language spread throughout the movie. If you ask me, This is not really considered a child friendly movie! But other than that, the effects were amazing especially in 3D!!!!Heed my advise, if you have the extra money in the piggy bank lying around, go see this movie in 3-D or IMAX 3-D it's well worth it!The cast of the movie was just phenomenal and Venoms backstory really came to life and I couldn't asked for anything better.If you have little kids and they want a superhero, I suggest wait for Spider-man into the spider verse to come out before bringing the little ones! This movie is aimed toward the young adults and older adults!But overall, Great movie and well worth the wait!!!!","
            8/10
            "
"pez-castilla","21 October 2018","Went in expecting one thing and was delightfully surprised by how weird and funny this movie actually is.
I won't go into the cgi, fight sequence, or source material because these things aren't really what mattered to me; I am the wife to a man who wanted to check this movie out, and someone who enjoys the mcu movies: this movie just annihilated all my expectations and I loved every minute of it. Props to Hardy and Williams, especially, for great performances. Hardy brings an unexpected amount of humor into his role and Williams manages to elevate the usual gf role. I appreciate that this movie is so different, tonally, than other super hero movies.","
            9/10
            "
"hotrobinproductions","10 April 2019","To be honest I wanted to see what the audience saw that critics didn't. And I went into this movie expecting it. This film is so boring bland and uninventive. Definitely would have appealed more possibly maybe 10 years ago, back to when the genre wasn't overly saturated and well known. But no, even then this films script is god awful and so bad. One of the worst scripts written of 2018, surprising enough the same writer wrote the script for aquaman which was a film that I overall enjoyed but the script was my biggest issue and of course it had to be the same person. The only thing this movie has going for itself is the performance by Tom Hardy, he steals the show with his acting and performance as usual. Everything else was either bad or generic. Even the venom character was so god awful. (I'm not a fan of judging a film so harshly on CGI and I won't do that, in fact I thought it was solid work with the effects department, and it wasn't distracting me from the plot so I'm ok with effects, and if anyone uses that as a reason to bash this film I think it's unfair, if that's that case you should bash older movies back in the 70s for having effects that weren't good) but back to venom, his CGI was great, his character was so terrible, THIS MOVIE SHOULD HAVE TRANSCENDED THE GENRE TO NEW TERRITORY, think about it VENOM is a VILLAIN not a HERO. Sure I'm familiar with comics and he was a anti hero in some, but this movie missed the mark to create a unique film, this movie is so bland and generic I felt as if I watched it before, the characters are boring the villain is even more boring the CGI final fight was ehh, and the ending is ugh, the action is so repetitive and unnecessary, this movie was god awful and the soundtrack was even worse, this movie is the downfall as compared to Eminem's song for this movie which was probably arguably even more worse and annoying than the film itself. (AND IM A HUGE FAN OF SLIM SHADY) Venom should have been DCs joker. Taking a villain and making a compelling story of the villain landscape, but no they turn him into a forced PG13 freak forced terrible dialogue and a plot so boring and far from original that the only interesting thing this movie has going for itself is the concept of the symbiotic/human relationship which for me gets interesting with Tom hardy and venom
until it gets annoying and the performance by Tom hardy holds this film up. THATS IT. The acting is all around actually good as well, it's just the script that really holds the film so far back and it's the characters around Eddie that make it so boring that I don't even like the characters no matter how good their acting and performance is.Acting 7/10
Script 2/10
Plot 3/10
Screenplay 5/10
Cinematography 4/10
Soundtrack 2/10
Special Effects 7/10
Editing 4/10Overall Venom has its moments to be held and saved nearly by Tom hardy, but the film was shot so blandly the bad script takes over the film very much and the compelling aspect that makes a film unique doesn't even feel like it's there, feels as if the director forced it to be there. This film should have been such indistinguishable and more hah just another generic boring story. Am I saying they can't make a pg13 venom movie? NO, and I think going a anti hero route can be cool, but this movie isn't doing it folks, and I am sure if they went the darker direction into diving into the villain side it would have been much better, but no, Sony wanted that money and these people gave it to them for this garbage film. terrible film 5/10 and that's just being nice","
            10/10
            "
"CelestialKing","8 October 2018","Forget about those critics review this movie is great. Tom Hardy did a absolutely great job as portraying Eddie Brock . This movie had many funny moments & loved the cameo of Stan lee. A must watch movie for every marvel & venom fan.","
            7/10
            "
"evan-pahl","30 October 2020","Most professional critics didn't like this film but casual movie fans loved it. Venom as a character gets a second chance after getting entirely misrepresented in Spiderman 3 (2007) and gets it done in a way that can only be described as metal; the tone totally flipped the script and took the audience by surprise the moment Tom Hardy climbed into the lobster tank, letting you know exactly what kind of movie they were going to give you.
However, Michelle Williams' parts seemed like they were off-beat and held no weight for the plot or tone trying to conveyed. Marvel also tends to have a pattern of making the villain nothing much more than a evil, bigger mirror version of the hero; Sony fell for that same trap with this film, but only to showcase that power of the symbiotes as characters withing the universe, as Sony is seemingly trying to cash in on their own Spider-Villian-verse; understanding that much helps the viewer sit back and enjoy the CGI spectical of the film, which is pretty great considering it is a lot of very well done CGI. Overall this was a funny action movie for a popular Spiderman villian/antihero film that already has a sequel in the works. Expect big things from Sony after this film.","
            10/10
            "
"mostafaselim","15 May 2021","This is a good movie and fun one also.At first i heard a couple of bad reviews and didn't watch the movie for 2 years.In 2021 i decided to give it a shot and came pretty good one.","
            9/10
            "
"cjh-75900","21 October 2018","Slow start...but gets better. Doesnt follow the spidermanvenom story line but is still good.","
            8/10
            "
"sayanmitra-62740","8 October 2018","Just watched the movie..really superb movie..nice story..action packed..loved it!!","
            5/10
            "
"Slarkshark","14 February 2021","Close enough to the comics that it's respectable. I do prefer the origin including Spider-Man, but I believe they were able to pull it off without him. I would be lying if I didn't want Spider-Man to come into the picture at some point down the road, and hopefully within the MCU.This was definitely an improvement and much better casting than the previous live action Venom in 'Spider-Man 3'. Yes, it would have been better had it been rated R. Venom is just better as a no mercy anti-hero with gory finishes. The CGI looked good I thought and was entertaining as a whole.All around a fairly decent action movie. Nothing too critical about it, but also nothing extraordinary. Great Eminem track to cap it off with. Also, looking forward to Carnage!","
            10/10
            "
"berrett-83572","15 September 2019","Tom Hardy legend!!!! Played venom well great movie
Can't wait to see venom 2","
            10/10
            "
"NFY00","4 May 2021","I saw a lot of comments saying its predictable..Predicable? Well of course its Venom.. based on comics!!Its one of Marvel's marvelous characters..and Tom Hardy wore Venom symbiotically and with such ease..","
            10/10
            "
"dushchenko","9 October 2018","One of the most awaited premiers in 2018 was reboot of Venom by Marvel. It was released last week and I couldn't wait to watch it. So, I've went to my favourite cinema right away, but decided to finally try 4DX. And the movie is appropriate for it.
I can agree that it was definitely a great experience. The movie is full of action and immersion into it was pretty deep I'd say.
Will be Venom a good creature, or bad one? Will Venom control Eddie Brock by absorbing him, or the last one gonna be in charge? Is Venom a stupid bloodthirsty animal, or is he smart? These are question you have in your head before going to the cinema. The filmmakers tried to keep intrigue as much longer.
I'm a fan of Marvel movies and waited for this one, of course. In general, it's a cool film. Graphics is incredible. Venom and other species there look so real like in any other movie. And there is also my favorite Michelle Williams. But, Tom Hardy was on point as well. It won't be fair, if not to tell that the cast is just amazing.
But, actually that's almost all what I can say about it. If I haven't watched it in 4DX, I suppose that my impression could be even worse, unfortunately. Don't know what the authors did think about, 'coz the plot is so predictable. Why they decided to do it like that? Wonderful graphics, but simple plot. Hmm...
Of course, there is perfect humor like in other Marvel films, but not so much, like in Iron Man, or Deadpool, what you'd expect.
In any case, Venom is a great movie for watching in the cinema exactly 'coz of its marvelous graphics and action. And you'll for sure find something to like it for.","
            6/10
            "
