"","title","author","subject","abstract","meta"
"120","Electric Vehicle Battery Sharing Game for Mobile Energy Storage Provision in Power Networks","Utkarsha Agwan, Junjie Qin, Kameshwar Poolla, Pravin Varaiya","Systems and Control (eess.SY)","Electric vehicles (EVs) equipped with a bidirectional charger can provide valuable grid services as mobile energy storage. However, proper financial incentives need to be in place to enlist EV drivers to provide services to the grid. In this paper, we consider two types of EV drivers who may be willing to provide mobile storage service using their EVs: commuters taking a fixed route, and on-demand EV drivers who receive incentives from a transportation network company (TNC) and are willing to take any route. We model the behavior of each type of driver using game theoretic methods, and characterize the Nash equilibrium (NE) of an EV battery sharing game where each EV driver withdraws power from the grid to charge its EV battery at the origin of a route, travels from the origin to the destination, and then discharges power back to the grid at the destination of the route. The driver earns a payoff that depends on the participation of other drivers and power network conditions. We characterize the NE in three situations: when there are only commuters, when there are only on-demand TNC drivers, and when the two groups of drivers co-exist. In particular, we show that the equilibrium outcome supports the social welfare in each of these three cases.","Wed, 14 Sep 2022 07:30:22 UTC (1,698 KB)[v2] Fri, 16 Dec 2022 19:41:41 UTC (1,749 KB)"
"121","A Survey on Mobile Edge Computing for Video Streaming: Opportunities and Challenges","Muhammad Asif Khan, Emna Baccour, Zina Chkirbene, Aiman Erbad, Ridha Hamila, Mounir Hamdi, Moncef Gabbouj","Multimedia (cs.MM)","5G communication brings substantial improvements in the quality of service provided to various applications by achieving higher throughput and lower latency. However, interactive multimedia applications (e.g., ultra high definition video conferencing, 3D and multiview video streaming, crowd-sourced video streaming, cloud gaming, virtual and augmented reality) are becoming more ambitious with high volume and low latency video streams putting strict demands on the already congested networks. Mobile Edge Computing (MEC) is an emerging paradigm that extends cloud computing capabilities to the edge of the network i.e., at the base station level. To meet the latency requirements and avoid the end-to-end communication with remote cloud data centers, MEC allows to store and process video content (e.g., caching, transcoding, pre-processing) at the base stations. Both video on demand and live video streaming can utilize MEC to improve existing services and develop novel use cases, such as video analytics, and targeted advertisements. MEC is expected to reshape the future of video streaming by providing ultra-reliable and low latency streaming (e.g., in augmented reality, virtual reality, and autonomous vehicles), pervasive computing (e.g., in real-time video analytics), and blockchain-enabled architecture for secure live streaming. This paper presents a comprehensive survey of recent developments in MEC-enabled video streaming bringing unprecedented improvement to enable novel use cases. A detailed review of the state-of-the-art is presented covering novel caching schemes, optimal computation offloading, cooperative caching and offloading and the use of artificial intelligence (i.e., machine learning, deep learning, and reinforcement learning) in MEC-assisted video streaming services.","Tue, 13 Sep 2022 06:53:32 UTC (9,136 KB)"
"122","A repeated unknown game: Decentralized task offloading in vehicular fog computing","Byungjin Cho, Yu Xiao","Multiagent Systems (cs.MA)","Offloading computation to nearby edge/fog computing nodes, including the ones carried by moving vehicles, e.g., vehicular fog nodes (VFN), has proved to be a promising approach for enabling low-latency and compute-intensive mobility applications, such as cooperative and autonomous driving. This work considers vehicular fog computing scenarios where the clients of computation offloading services try to minimize their own costs while deciding which VFNs to offload their tasks. We focus on decentralized multi-agent decision-making in a repeated unknown game where each agent, e.g., service client, can observe only its own action and realized cost. In other words, each agent is unaware of the game composition or even the existence of opponents. We apply a completely uncoupled learning rule to generalize the decentralized decision-making algorithm presented in \cite{Cho2021} for the multi-agent case. The multi-agent solution proposed in this work can capture the unknown offloading cost variations susceptive to resource congestion under an adversarial framework where each agent may take implicit cost estimation and suitable resource choice adapting to the dynamics associated with volatile supply and demand. According to the evaluation via simulation, this work reveals that such individual perturbations for robustness to uncertainty and adaptation to dynamicity ensure a certain level of optimality in terms of social welfare, e.g., converging the actual sequence of play with unknown and asymmetric attributes and lowering the correspondent cost in social welfare due to the self-interested behaviors of agents.","Sat, 3 Sep 2022 07:55:48 UTC (1,134 KB)[v2] Sat, 20 May 2023 18:55:08 UTC (1,117 KB)"
"123","Illegal But Not Malware: An Underground Economy App Detection System Based on Usage Scenario","Zhuo Chen, Jie Liu, Yubo Hu, Lei Wu, Yajin Zhou, Xianhao Liao, Ke Wang","Cryptography and Security (cs.CR)","This paper focuses on mobile apps serving the underground economy by providing illegal services in the mobile system (e.g., gambling, porn, scam). These apps are named as underground economy apps, or UEware for short. As most UEware do not have malicious payloads, traditional malware detection approaches are ineffective to perform the detection. To address this problem, we propose a novel approach to effectively and efficiently detect UEware by considering the transition orders of the user interfaces (UIs), which determine the usage scenarios of these apps. Based on the proposed approach, we design a system named DeUEDroid to detect the UEware via scene graph. To evaluate DeUEDroid, we collect 26, 591 apps to evaluate DeUEDroid and build up the first large-scale ground-truth UEware dataset (1, 720 underground economy apps and 831 legitimate apps). The evaluation result shows that DeUEDroid can construct scene graph accurately, and achieve the accuracy scores of 77.70% on the five-classification task (i.e., gambling game, porn, financial scam, miscellaneous, and legitimate apps), reaching obvious improvements over the SOTA approaches. Running further on 24, 017 apps, DeUEDroid performs well in the real-world scenario to mitigate the threat. Specifically, by using DeUEDroid, we found that UEware are prevalent, i.e., 61% apps in the wild and 21% apps in the app stores are UEware (with over 72% accuracy after the manual investigation). We will release our dataset and system to engage the community after been accepted.","Sat, 3 Sep 2022 03:36:41 UTC (8,802 KB)"
"124","Learning Practical Communication Strategies in Cooperative Multi-Agent Reinforcement Learning","Diyi Hu, Chi Zhang, Viktor Prasanna, Bhaskar Krishnamachari","Artificial Intelligence (cs.AI)","In Multi-Agent Reinforcement Learning, communication is critical to encourage cooperation among agents. Communication in realistic wireless networks can be highly unreliable due to network conditions varying with agents' mobility, and stochasticity in the transmission process. We propose a framework to learn practical communication strategies by addressing three fundamental questions: (1) When: Agents learn the timing of communication based on not only message importance but also wireless channel conditions. (2) What: Agents augment message contents with wireless network measurements to better select the game and communication actions. (3) How: Agents use a novel neural message encoder to preserve all information from received messages, regardless of the number and order of messages. Simulating standard benchmarks under realistic wireless network settings, we show significant improvements in game performance, convergence speed and communication efficiency compared with state-of-the-art.","Fri, 2 Sep 2022 22:18:43 UTC (89 KB)"
"125","Spatial organisation plasticity reduces disease infection risk in rock-paper-scissors models","J. Menezes, S. Batista, E. Rangel","Populations and Evolution (q-bio.PE)","We study a three-species cyclic game system where organisms face a contagious disease whose virulence may change by a pathogen mutation. As a responsive defence strategy, organisms' mobility is restricted to reduce disease dissemination in the system. The impact of the collective self-preservation strategy on the disease infection risk is investigated by performing stochastic simulations of the spatial version of the rock-paper-scissors game. Our outcomes show that the mobility control strategy induces plasticity in the spatial patterns with groups of organisms of the same species inhabiting spatial domains whose characteristic length scales depend on the level of dispersal restrictions. The spatial organisation plasticity allows the ecosystems to adapt to minimise the individuals' disease contamination risk if an eventual pathogen alters the disease virulence. We discover that if a pathogen mutation makes the disease more transmissible or less lethal, the organisms benefit more if the mobility is not strongly restricted, thus forming large spatial domains. Conversely, the benefits of protecting against a pathogen causing a less contagious or deadlier disease are maximised if the average size of groups of individuals of the same species is significantly limited, reducing the dimensions of groups of organisms significantly. Our findings may help biologists understand the effects of dispersal control as a conservation strategy in ecosystems affected by epidemic outbreaks.","Thu, 1 Sep 2022 16:55:14 UTC (2,094 KB)"
"126","Neuroevolution-Based Generation of Tests and Oracles for Games","Patric Feldmeier, Gordon Fraser","Software Engineering (cs.SE)","Game-like programs have become increasingly popular in many software engineering domains such as mobile apps, web applications, or programming education. However, creating tests for programs that have the purpose of challenging human players is a daunting task for automatic test generators. Even if test generation succeeds in finding a relevant sequence of events to exercise a program, the randomized nature of games means that it may neither be possible to reproduce the exact program behavior underlying this sequence, nor to create test assertions checking if observed randomized game behavior is correct. To overcome these problems, we propose Neatest, a novel test generator based on the NeuroEvolution of Augmenting Topologies (NEAT) algorithm. Neatest systematically explores a program's statements, and creates neural networks that operate the program in order to reliably reach each statement -- that is, Neatest learns to play the game in a way to reliably cover different parts of the code. As the networks learn the actual game behavior, they can also serve as test oracles by evaluating how surprising the observed behavior of a program under test is compared to a supposedly correct version of the program. We evaluate this approach in the context of Scratch, an educational programming environment. Our empirical study on 25 non-trivial Scratch games demonstrates that our approach can successfully train neural networks that are not only far more resilient to random influences than traditional test suites consisting of static input sequences, but are also highly effective with an average mutation score of more than 65%.","Mon, 29 Aug 2022 14:27:21 UTC (1,689 KB)"
"127","HySAGE: A Hybrid Static and Adaptive Graph Embedding Network for Context-Drifting Recommendations","Sichun Luo, Xinyi Zhang, Yuanzhang Xiao, Linqi Song","Information Retrieval (cs.IR)","The recent popularity of edge devices and Artificial Intelligent of Things (AIoT) has driven a new wave of contextual recommendations, such as location based Point of Interest (PoI) recommendations and computing resource-aware mobile app recommendations. In many such recommendation scenarios, contexts are drifting over time. For example, in a mobile game recommendation, contextual features like locations, battery, and storage levels of mobile devices are frequently drifting over time. However, most existing graph-based collaborative filtering methods are designed under the assumption of static features. Therefore, they would require frequent retraining and/or yield graphical models burgeoning in sizes, impeding their suitability for context-drifting recommendations. In this work, we propose a specifically tailor-made Hybrid Static and Adaptive Graph Embedding (HySAGE) network for context-drifting recommendations. Our key idea is to disentangle the relatively static user-item interaction and rapidly drifting contextual features. Specifically, our proposed HySAGE network learns a relatively static graph embedding from user-item interaction and an adaptive embedding from drifting contextual features. These embeddings are incorporated into an interest network to generate the user interest in some certain context. We adopt an interactive attention module to learn the interactions among static graph embeddings, adaptive contextual embeddings, and user interest, helping to achieve a better final representation. Extensive experiments on real-world datasets demonstrate that HySAGE significantly improves the performance of the existing state-of-the-art recommendation algorithms.","Sat, 20 Aug 2022 03:11:24 UTC (2,932 KB)"
"128","QuickSkill: Novice Skill Estimation in Online Multiplayer Games","Chaoyun Zhang, Kai Wang, Hao Chen, Ge Fan, Yingjie Li, Lifang Wu, Bingchao Zheng","Machine Learning (cs.LG)","Matchmaking systems are vital for creating fair matches in online multiplayer games, which directly affects players' satisfactions and game experience. Most of the matchmaking systems largely rely on precise estimation of players' game skills to construct equitable games. However, the skill rating of a novice is usually inaccurate, as current matchmaking rating algorithms require considerable amount of games for learning the true skill of a new player. Using these unreliable skill scores at early stages for matchmaking usually leads to disparities in terms of team performance, which causes negative game experience. This is known as the ''cold-start'' problem for matchmaking rating algorithms. To overcome this conundrum, this paper proposes QuickSKill, a deep learning based novice skill estimation framework to quickly probe abilities of new players in online multiplayer games. QuickSKill extracts sequential performance features from initial few games of a player to predict his/her future skill rating with a dedicated neural network, thus delivering accurate skill estimation at the player's early game stage. By employing QuickSKill for matchmaking, game fairness can be dramatically improved in the initial cold-start period. We conduct experiments in a popular mobile multiplayer game in both offline and online scenarios. Results obtained with two real-world anonymized gaming datasets demonstrate that proposed QuickSKill delivers precise estimation of game skills for novices, leading to significantly lower team skill disparities and better player game experience. To the best of our knowledge, proposed QuickSKill is the first framework that tackles the cold-start problem for traditional skill rating algorithms.","Mon, 15 Aug 2022 11:59:05 UTC (1,275 KB)"
"129","Understanding the Challenges of Team-Based Live Streaming for First-person Shooter Games","Jiaye Li, Minghao Li, Zikai Alex Wen, Wei Cai","Human-Computer Interaction (cs.HC)","First-person shooter (FPS) game tournaments take place across the globe. A growing number of people choose to watch FPS games online instead of attending the game events in person. However, live streaming might miss critical highlight moments in the game, including kills and tactics. We identify how and why the live streaming team fails to capture highlight moments to reduce such live streaming mistakes. We named such mistakes jarring observations. We conducted a field study of live streaming competitions of Game For Peace, a popular FPS mobile game, to summarize five typical jarring observations and identify three primary reasons that caused the issues. We further studied how to improve the live streaming system to prevent jarring observations from happening by doing semi-structured interviews with two professional streaming teams for Game For Peace. The study showed that a better system should (1) add a new sub-team role to share the director's responsibility of managing observers; (2) provide interfaces customized for three roles of live streamers in the team; (3) abstract more geographical info; (4) predict the priority of observation targets; and (5) provide non-verbal interfaces for sync-up between sub-teams. Our work provides insights for esports streaming system researchers and developers to improve the system for a smoother audience experience.","Tue, 16 Aug 2022 04:22:41 UTC (47,290 KB)"
"130","CARMA: Fair and efficient bottleneck congestion management via non-tradable karma credits","Ezzat Elokda, Carlo Cenedese, Kenan Zhang, Andrea Censi, John Lygeros, Emilio Frazzoli, Florian Dörfler","Systems and Control (eess.SY)","This paper proposes a non-monetary traffic demand management scheme, named CARMA, as a fair solution to the morning commute congestion. We consider heterogeneous commuters traveling through a single bottleneck that differ in both the desired arrival time and Value of Time (VOT). We consider a generalized notion of VOT by allowing it to vary dynamically on each day (e.g., according to trip purpose and urgency), rather than being a static characteristic of each individual. In our CARMA scheme, the bottleneck is divided into a fast lane that is kept in free flow and a slow lane that is subject to congestion. We introduce a non-tradable mobility credit, named karma, that is used by commuters to bid for access to the fast lane. Commuters who get outbid or do not participate in the CARMA scheme instead use the slow lane. At the end of each day, karma collected from the bidders is redistributed, and the process repeats day by day. We model the collective commuter behaviors under CARMA as a Dynamic Population Game (DPG), in which a Stationary Nash Equilibrium (SNE) is guaranteed to exist. Unlike existing monetary schemes, CARMA is demonstrated, both analytically and numerically, to achieve a) an equitable traffic assignment with respect to heterogeneous income classes and b) a strong Pareto improvement in the long-term average travel disutility with respect to no policy intervention. With extensive numerical analysis, we show that CARMA is able to retain the same congestion reduction as an optimal monetary tolling scheme under uniform karma redistribution and even outperform tolling under a well-designed redistribution scheme. We also highlight the privacy-preserving feature of CARMA, i.e., its ability to tailor to the private preferences of commuters without centrally collecting the information.","Mon, 15 Aug 2022 10:53:02 UTC (1,935 KB)[v2] Mon, 18 Sep 2023 06:42:42 UTC (5,947 KB)"
"131","When costly migration helps to improve cooperation","Hsuan-Wei Lee, Colin Cleveland, Attila Szolnoki","Physics and Society (physics.soc-ph)","Motion is a typical reaction among animals and humans trying to reach better conditions in a changing world. This aspect has been studied intensively in social dilemmas where competing players' individual and collective interests are in conflict. Starting from the traditional public goods game model, where players are locally fixed and unconditional cooperators or defectors are present, we introduce two additional strategies through which agents can change their positions of dependence on the local cooperation level. More importantly, these so-called sophisticated players should bear an extra cost to maintain their permanent capacity to evaluate their neighborhood and react accordingly. Hence, four strategies compete, and the most successful one can be imitated by its neighbors. Crucially, the introduction of costly movement has a highly biased consequence on the competing main strategies. In the majority of parameter space, it is harmful to defectors and provides a significantly higher cooperation level when the population is rare. At an intermediate population density, which would be otherwise optimal for a system of immobile players, the presence of mobile actors could be detrimental if the interaction pattern changes slightly, thereby blocking the optimal percolation of information flow. In this parameter space, sophisticated cooperators can also show the co-called Moor effect by first avoiding the harmful vicinity of defectors; they subsequentially transform into an immobile cooperator state. Hence, paradoxically, the additional cost of movement could be advantageous to reach a higher general income, especially for a rare population when subgroups would be isolated otherwise.","Wed, 10 Aug 2022 08:29:59 UTC (7,195 KB)[v2] Mon, 12 Sep 2022 07:06:06 UTC (7,195 KB)"
"132","Rapid Development of a Mobile Robot Simulation Environment","Gordon Stein, Chan-Jin Chung","Robotics (cs.RO)","Robotics simulation provides many advantages during the development of an intelligent ground vehicle (IGV) such as testing the software components in varying scenarios without requiring a complete physical robot. This paper discusses a 3D simulation environment created using rapid application development and the Unity game engine to enable testing during a mobile robotics competition. Our experience shows that the simulation environment contributed greatly to the development of software for the competition. The simulator also contributed to the hardware development of the robot.","Tue, 9 Aug 2022 15:02:15 UTC (477 KB)"
"133","Strong authentication on smart wireless devices","V Mora-Afonso, Pino Caballero-Gil, Jezabel Molina-Gil","Cryptography and Security (cs.CR)","The rapid deployment of wireless technologies has given rise to the current situation where mobile phones and other wireless devices have become essential elements in all types of activities, including in the home. In particular, smartphones and laptops are used for wirelessly sharing photos and documents, playing games, browsing websites, and viewing multimedia, for example. This work describes a proposal for both desktop and mobile applications that use Identity-Based Cryptography (IBC) to protect communications between smart wireless devices in the home. It combines the use of IBC for Wi-Fi and Bluetooth communication, with the promising Near Field Communication (NFC) technology for secure authentication. The proposed scheme involves NFC pairing to establish as public key a piece of information linked to the device, such as a phone number or an IP address. In this way, such information can be then used in an IBC scheme for peer-to-peer communication. This is a work in progress, but preliminary implementations of prototypes on several mobile platforms have already produced promising results.","Sat, 6 Aug 2022 16:42:39 UTC (296 KB)"
"134","Continuous User Authentication Using Machine Learning and Multi-Finger Mobile Touch Dynamics with a Novel Dataset","Zachary Deridder, Nyle Siddiqui, Thomas Reither, Rushit Dave, Brendan Pelto, Naeem Seliya, Mounika Vanamala","Human-Computer Interaction (cs.HC)","As technology grows and evolves rapidly, it is increasingly clear that mobile devices are more commonly used for sensitive matters than ever before. A need to authenticate users continuously is sought after as a single-factor or multi factor authentication may only initially validate a user, which does not help if an impostor can bypass this initial validation. The field of touch dynamics emerges as a clear way to non intrusively collect data about a user and their behaviors in order to develop and make imperative security related decisions in real time. In this paper we present a novel dataset consisting of tracking 25 users playing two mobile games this http URL and Minecraft each for 10 minutes, along with their relevant gesture data. From this data, we ran machine learning binary classifiers namely Random Forest and K Nearest Neighbor to attempt to authenticate whether a sample of a particular users actions were genuine. Our strongest model returned an average accuracy of roughly 93% for both games, showing touch dynamics can differentiate users effectively and is a feasible consideration for authentication schemes. Our dataset can be observed at this https URL","Wed, 27 Jul 2022 17:10:03 UTC (313 KB)"
"135","A framework for online, stabilizing reinforcement learning","Grigory Yaremenko, Georgiy Malaniya, Pavel Osinenko","Systems and Control (eess.SY)","Online reinforcement learning is concerned with training an agent on-the-fly via dynamic interaction with the environment. Here, due to the specifics of the application, it is not generally possible to perform long pre-training, as it is commonly done in off-line, model-free approaches, which are akin to dynamic programming. Such applications may be found more frequently in industry, rather than in pure digital fields, such as cloud services, video games, database management, etc., where reinforcement learning has been demonstrating success. Online reinforcement learning, in contrast, is more akin to classical control, which utilizes some model knowledge about the environment. Stability of the closed-loop (agent plus the environment) is a major challenge for such online approaches. In this paper, we tackle this problem by a special fusion of online reinforcement learning with elements of classical control, namely, based on the Lyapunov theory of stability. The idea is to start the agent at once, without pre-training, and learn approximately optimal policy under specially designed constraints, which guarantee stability. The resulting approach was tested in an extensive experimental study with a mobile robot. A nominal parking controller was used as a baseline. It was observed that the suggested agent could always successfully park the robot, while significantly improving the cost. While many approaches may be exploited for mobile robot control, we suggest that the experiments showed the promising potential of online reinforcement learning agents based on Lyapunov-like constraints. The presented methodology may be utilized in safety-critical, industrial applications where stability is necessary.","Mon, 18 Jul 2022 16:23:26 UTC (16 KB)[v2] Thu, 28 Jul 2022 13:19:51 UTC (136 KB)[v3] Mon, 1 Aug 2022 17:19:11 UTC (137 KB)[v4] Tue, 2 Aug 2022 12:38:48 UTC (17 KB)[v5] Sun, 21 Aug 2022 14:58:05 UTC (18 KB)[v6] Fri, 26 Aug 2022 21:21:56 UTC (18 KB)[v7] Tue, 20 Sep 2022 17:57:29 UTC (80 KB)[v8] Tue, 8 Nov 2022 19:56:51 UTC (2,675 KB)[v9] Wed, 16 Nov 2022 15:31:45 UTC (2,684 KB)"
"136","Blockage-Peeking Game of Mobile Strategic Nodes in Millimeter Wave Communications","Leonardo Badia, Andrea Bedin","Networking and Internet Architecture (cs.NI)","Given the importance of line-of-sight in mmWave communications, a strategic adversary can harm a transmission by obstructing the receiver, which in turn can react by trying to move around this hurdle. To expand on this point, we study one such scenario from the perspective of game theory, considering a mobile mmWave receiver and an adversary interacting strategically as players in a zero-sum game, where they want to maximize, or respectively minimize, the spectral efficiency of the communication. To do so, the adversary attempts at screening the receiver's line of sight as an obstacle, while the receiver can move around so as to avoid the blockage. We consider preset distances and the choices available to the players are to change their angular coordinates to go around each other. This is framed as a static game of complete information, for which we numerically find the Nash equilibrium in mixed strategies, drawing some interesting conclusions such as connecting it with the beamforming pattern of the transmitter.","Fri, 10 Jun 2022 07:41:09 UTC (44 KB)"
"137","Resource Allocation and Computation Offloading in a Millimeter-Wave Train-Ground Network","Linqian Li, Yong Niu, Shiwen Mao, Bo Ai, Zhangdui Zhong, Ning Wang, Yali Chen","Information Theory (cs.IT)","In this paper, we consider an mmWave-based trainground communication system in the high-speed railway (HSR) scenario, where the computation tasks of users can be partially offloaded to the rail-side base station (BS) or the mobile relays (MRs) deployed on the roof of the train. The MRs operate in the full-duplex (FD) mode to achieve high spectrum utilization. We formulate the problem of minimizing the average task execution latency of all users, under local device and MRs energy consumption constraints. We propose a joint resource allocation and computation offloading scheme (JRACO) to solve the problem. It consists of a resource allocation and computation offloading (RACO) algorithm and an MR Energy constraint algorithm. RACO utilizes the matching game theory to iterate between two subproblems, i.e., data segmentation and user association and sub-channel allocation. With the RACO results, the MR energy constraint algorithm ensures that the MR energy consumption constraint is satisfied. Extensive simulations validate that JRACO can effectively reduce the average latency and increase the number of served users compared with three baseline schemes.","Tue, 21 Jun 2022 07:10:08 UTC (1,379 KB)"
"138","Probing for Passwords -- Privacy Implications of SSIDs in Probe Requests","Johanna Ansohn McDougall, Christian Burkert, Daniel Demmler, Monina Schwarz, Vincent Hubbe, Hannes Federrath","Cryptography and Security (cs.CR)","Probe requests help mobile devices discover active Wi-Fi networks. They often contain a multitude of data that can be used to identify and track devices and thereby their users. The past years have been a cat-and-mouse game of improving fingerprinting and introducing countermeasures against fingerprinting. This paper analyses the content of probe requests sent by mobile devices and operating systems in a field experiment. In it, we discover that users (probably by accident) input a wealth of data into the SSID field and find passwords, e-mail addresses, names and holiday locations. With these findings we underline that probe requests should be considered sensitive data and be well protected. To preserve user privacy, we suggest and evaluate a privacy-friendly hash-based construction of probe requests and improved user controls.","Wed, 8 Jun 2022 08:36:30 UTC (582 KB)[v2] Wed, 6 Jul 2022 07:12:18 UTC (582 KB)"
"139","Glaberish: Generalizing the continuously-valued Lenia framework to arbitrary Life-like cellular automata","Q. Tyrell Davis, Josh Bongard","Cellular Automata and Lattice Gases (nlin.CG)","Recent work with Lenia, a continuously-valued cellular automata (CA) framework, has yielded $\sim$100s of compelling, bioreminiscent and mobile patterns. Lenia can be viewed as a continuously-valued generalization of the Game of Life, a seminal cellular automaton developed by John Conway that exhibits complex and universal behavior based on simple birth and survival rules. Life's framework of totalistic CA based on the Moore neighborhood includes many other interesting, Life-like, CA. A simplification introduced in Lenia limits the types of Life-like CA that are expressible in Lenia to a specific subset. This work recovers the ability to easily implement any Life-like CA by splitting Lenia's growth function into genesis and persistence functions, analogous to Life's birth and survival rules. We demonstrate the capabilities of this new CA variant by implementing a puffer pattern from Life-like CA Morley/Move, and examine differences between related CA in Lenia and Glaberish frameworks: Hydrogeminium natans and s613, respectively. These CA exhibit marked differences in dynamics and character based on spatial entropy over time, and both support several persistent mobile patterns. The CA s613, implemented in the Glaberish framework, is more dynamic than the Hydrogeminium CA in terms of a consistently high variance in spatial entropy over time. These results suggest there may be a wide variety of interesting CA that can be implemented in the Glaberish variant of the Lenia framework, analogous to the many interesting Life-like CA outside of Conway's Life.","Fri, 20 May 2022 23:41:40 UTC (1,497 KB)"
"140","Energy-Delay Minimization of Task Migration Based on Game Theory in MEC-assisted Vehicular Networks","Haipeng Wang, Tiejun Lv, Zhipeng Lin, Jie Zeng","Networking and Internet Architecture (cs.NI)","Roadside units (RSUs), which have strong computing capability and are close to vehicle nodes, have been widely used to process delay- and computation-intensive tasks of vehicle nodes. However, due to their high mobility, vehicles may drive out of the coverage of RSUs before receiving the task processing results. In this paper, we propose a mobile edge computing-assisted vehicular network, where vehicles can offload their tasks to a nearby vehicle via a vehicle-to-vehicle (V2V) link or a nearby RSU via a vehicle-to-infrastructure link. These tasks are also migrated by a V2V link or an infrastructure-to-infrastructure (I2I) link to avoid the scenario where the vehicles cannot receive the processed task from the RSUs. Considering mutual interference from the same link of offloading tasks and migrating tasks, we construct a vehicle offloading decision-based game to minimize the computation overhead. We prove that the game can always achieve Nash equilibrium and convergence by exploiting the finite improvement property. We then propose a task migration (TM) algorithm that includes three task-processing methods and two task-migration methods. Based on the TM algorithm, computation overhead minimization offloading (COMO) algorithm is presented. Extensive simulation results show that the proposed TM and COMO algorithms reduce the computation overhead and increase the success rate of task processing.","Fri, 13 May 2022 13:28:52 UTC (11,742 KB)"
"141","Competition and Cooperation of Autonomous Ridepooling Services: Game-Based Simulation of a Broker Concept","Roman Engelhardt, Patrick Malcolm, Florian Dandl, Klaus Bogenberger","Multiagent Systems (cs.MA)","Autonomous mobility on demand services have the potential to disrupt the future mobility system landscape. Ridepooling services in particular can decrease land consumption and increase transportation efficiency by increasing the average vehicle occupancy. Nevertheless, because ridepooling services require a sufficient user base for pooling to take effect, their performance can suffer if multiple operators offer such a service and must split the demand. This study presents a simulation framework for evaluating the impact of competition and cooperation among multiple ridepooling providers. Two different kinds of interaction via a broker platform are compared with the base cases of a single monopolistic operator and two independent operators with divided demand. In the first, the broker presents trip offers from all operators to customers (similar to a mobility-as-a-service platform), who can then freely choose an operator. In the second, a regulated broker platform can manipulate operator offers with the goal of shifting the customer-operator assignment from a user equilibrium towards a system optimum. To model adoptions of the service design depending on the different interaction scenario, a game setting is introduced. Within alternating turns between operators, operators can adapt parameters of their service (fleet size and objective function) to maximize profit. Results for a case study based on Manhattan taxi data, show that operators generate the highest profit in the broker setting while operating the largest fleet. Additionally, pooling efficiency can nearly be maintained compared to a single operator. With the resulting increased service rate, the regulated competition benefits not only operators (profit) and cities (increased pooling efficiency), but also customers. Contrarily, when users can decide freely, the lowest pooling efficiency and operator profit is observed.","Mon, 9 May 2022 14:22:15 UTC (7,957 KB)"
"142","Geo-located data for better dynamic replication","Luís M. Silva, Frederico Aleixo, Albert van der Linde, João Leitão, Nuno Preguiça","Distributed, Parallel, and Cluster Computing (cs.DC)","An increasing number of mobile applications share location-dependent information, from collaborative applications and social networks to location-based games. For such applications, peer-to-peer architectures where mobile devices share information directly may grant lower latency and reduce server load. In this work, we propose a framework to support these applications, providing location-dependent replication. Data has an associated location and is replicated in the mobile devices that show interest and are close to that location. Our proposal combines peer-to-peer synchronisation among mobile devices and replication at edge servers. Our preliminary results are promising.","Mon, 2 May 2022 17:29:33 UTC (139 KB)[v2] Tue, 3 May 2022 10:28:40 UTC (139 KB)"
"143","Mobility unevenness in rock-paper-scissors models","J. Menezes, S. Rodrigues, S. Batista","Populations and Evolution (q-bio.PE)","We investigate a tritrophic system whose cyclic dominance is modelled by the rock-paper-scissors game. We consider that organisms of one or two species are affected by movement limitations, which unbalances the cyclic spatial game. Performing stochastic simulations, we show that mobility unevenness controls the population dynamics. In the case of one slow species, the predominant species depends on the level of mobility restriction, with the slow species being preponderant if the mobility limitations are substantial. If two species face mobility limitations, our outcomes show that being higher dispersive does not constitute an advantage in terms of population growth. On the contrary, if organisms move with higher mobility, they expose themselves to enemies more frequently, being more vulnerable to being eliminated. Finally, our findings show that biodiversity benefits in regions where species are slowed. Biodiversity loss for high mobility organisms, common to cyclic systems, may be avoided with coexistence probability being higher for robust mobility limitations. Our results may help biologists understand the dynamics of unbalanced spatial systems where organisms' dispersal is fundamental to biodiversity conservation.","Wed, 20 Apr 2022 21:59:01 UTC (923 KB)"
"144","Vision System of Curling Robots: Thrower and Skip","Seongwook Yoon, Gayoung Kim, Myungpyo Hong, Sanghoon Sull","Computer Vision and Pattern Recognition (cs.CV)","We built a vision system of curling robot which can be expected to play with human curling player. Basically, we built two types of vision systems for thrower and skip robots, respectively. First, the thrower robot drives towards a given point of curling sheet to release a stone. Our vision system in the thrower robot initialize 3DoF pose on two dimensional curling sheet and updates the pose to decide for the decision of stone release. Second, the skip robot stands at the opposite side of the thrower robot and monitors the state of the game to make a strategic decision. Our vision system in the skip robot recognize every stones on the curling sheet precisely. Since the viewpoint is quite perspective, many stones are occluded by each others so it is challenging to estimate the accurate position of stone. Thus, we recognize the ellipses of stone handles outline to find the exact midpoint of the stones using perspective Hough transform. Furthermore, we perform tracking of a thrown stone to produce a trajectory for ice condition analysis. Finally, we implemented our vision systems on two mobile robots and successfully perform a single turn and even careful gameplay. Specifically, our vision system includes three cameras with different viewpoint for their respective purposes.","Wed, 20 Apr 2022 04:46:36 UTC (694 KB)"
